fecha,ao
2017-07-22,37.11559134820657
2017-07-23,46.75555932281524
2017-07-24,47.5
2017-07-25,36.844172977898104
2017-07-26,20.335366791260892
2017-07-27,5.5338772089932355
2017-07-28,0.0
2017-07-29,8.540178897641272
2017-07-30,24.945449493097744
2017-07-31,40.25299534200536
2017-08-01,45.5
2017-08-02,35.010698786241164
2017-08-03,16.25753407398217
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,1.4131788502850122
2017-08-09,0.8505215299551336
2017-08-10,0.0
2017-08-11,0.12023136197612908
2017-08-12,0.7524132797075596
2017-08-13,1.0083885575852098
2017-08-14,0.0
2017-08-15,0.0
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,10.593758517112999
2017-08-19,25.781328751320757
2017-08-20,41.97823460986814
